 ,Area,Mean,Min,Max,XM,YM,Perim.,BX,BY,Width,Height
4820,0.004,255,255,255,62.987,19.989,0.186,62.954,19.956,0.066,0.066
4821,0.004,255,255,255,62.002,20.120,0.186,61.969,20.087,0.066,0.066
4822,0.004,255,255,255,65.678,20.120,0.186,65.645,20.087,0.066,0.066
4823,0.009,255,255,255,19.300,20.252,0.279,19.234,20.219,0.131,0.066
4824,0.009,255,255,255,62.133,20.350,0.317,62.101,20.284,0.066,0.131
4825,0.052,255,255,255,4.092,20.700,1.585,3.939,20.350,0.328,0.656
4826,0.935,255,255,255,41.781,20.889,3.634,41.225,20.350,1.116,1.116
4827,0.004,255,255,255,63.315,20.383,0.186,63.282,20.350,0.066,0.066
4828,0.013,255,255,255,19.092,20.470,0.371,19.037,20.416,0.131,0.131
4829,0.004,255,255,255,65.809,20.449,0.186,65.777,20.416,0.066,0.066
4830,0.280,255,255,255,49.087,20.819,1.934,48.775,20.481,0.656,0.656
4831,0.556,255,255,255,63.113,22.059,7.902,62.232,20.481,1.772,3.217
4832,0.017,255,255,255,61.772,20.613,0.371,61.707,20.547,0.131,0.131
4833,0.004,255,255,255,66.006,20.580,0.186,65.974,20.547,0.066,0.066
4834,0.004,255,255,255,3.840,20.645,0.186,3.807,20.613,0.066,0.066
4835,1.069,255,255,255,9.749,21.099,4.345,8.862,20.613,1.575,0.985
4836,0.004,255,255,255,54.256,20.645,0.186,54.223,20.613,0.066,0.066
4837,0.013,255,255,255,63.468,20.755,0.371,63.413,20.678,0.131,0.131
4838,0.017,255,255,255,66.023,20.777,0.503,65.974,20.678,0.131,0.197
4839,0.017,255,255,255,16.083,20.875,0.371,16.017,20.810,0.131,0.131
4840,0.013,255,255,255,66.072,21.039,0.448,66.039,20.941,0.066,0.197
4841,0.009,255,255,255,3.643,21.072,0.317,3.610,21.007,0.066,0.131
4842,0.138,255,255,255,7.276,21.737,3.192,7.024,21.072,0.525,1.379
4843,0.508,255,255,255,11.618,21.591,2.552,11.225,21.138,0.788,0.853
4844,0.043,255,255,255,3.781,21.414,0.951,3.676,21.203,0.197,0.394
4845,0.030,255,255,255,66.250,21.433,1.082,66.171,21.203,0.197,0.460
4846,0.004,255,255,255,22.877,21.302,0.186,22.845,21.269,0.066,0.066
4847,0.004,255,255,255,64.497,21.302,0.186,64.464,21.269,0.066,0.066
4848,0.004,255,255,255,3.512,21.433,0.186,3.479,21.400,0.066,0.066
4849,0.004,255,255,255,64.300,21.564,0.186,64.267,21.532,0.066,0.066
4850,0.047,255,255,255,3.542,21.976,1.137,3.414,21.729,0.263,0.460
4851,0.371,255,255,255,31.624,22.042,2.164,31.313,21.729,0.656,0.656
4852,0.004,255,255,255,66.466,21.893,0.186,66.433,21.860,0.066,0.066
4853,0.009,255,255,255,66.597,22.254,0.317,66.564,22.188,0.066,0.131
4854,0.004,255,255,255,66.532,22.418,0.186,66.499,22.385,0.066,0.066
4855,0.004,255,255,255,66.663,22.418,0.186,66.630,22.385,0.066,0.066
4856,0.004,255,255,255,66.203,22.484,0.186,66.171,22.451,0.066,0.066
4857,0.004,255,255,255,6.991,22.549,0.186,6.958,22.516,0.066,0.066
4858,0.004,255,255,255,66.729,22.549,0.186,66.696,22.516,0.066,0.066
4859,0.013,255,255,255,66.794,22.812,0.448,66.761,22.713,0.066,0.197
4860,0.181,255,255,255,29.322,23.209,1.492,29.081,22.976,0.460,0.460
4861,0.004,255,255,255,52.877,23.009,0.186,52.845,22.976,0.066,0.066
4862,0.022,255,255,255,66.847,23.074,0.557,66.761,22.976,0.197,0.197
4863,0.004,255,255,255,7.188,23.140,0.186,7.155,23.107,0.066,0.066
4864,0.013,255,255,255,65.963,23.315,0.371,65.908,23.238,0.131,0.131
4865,0.039,255,255,255,67.057,23.490,1.213,66.958,23.238,0.197,0.525
4866,0.004,255,255,255,66.597,23.600,0.186,66.564,23.567,0.066,0.066
4867,0.004,255,255,255,66.794,23.665,0.186,66.761,23.632,0.066,0.066
4868,0.004,255,255,255,6.926,23.928,0.186,6.893,23.895,0.066,0.066
4869,0.004,255,255,255,64.103,23.928,0.186,64.070,23.895,0.066,0.066
4870,0.047,255,255,255,67.212,24.101,1.005,67.090,23.895,0.197,0.394
4871,0.017,255,255,255,42.604,24.026,0.371,42.538,23.961,0.131,0.131
4872,0.004,255,255,255,64.168,24.059,0.186,64.136,24.026,0.066,0.066
4873,0.004,255,255,255,64.234,24.256,0.186,64.201,24.223,0.066,0.066
4874,1.176,255,255,255,25.122,24.882,4.082,24.486,24.289,1.313,1.182
4875,0.004,255,255,255,64.300,24.387,0.186,64.267,24.354,0.066,0.066
4876,0.017,255,255,255,6.696,24.617,0.634,6.630,24.486,0.131,0.263
4877,0.043,255,255,255,64.470,24.781,1.399,64.332,24.486,0.263,0.591
4878,0.651,255,255,255,55.328,25.018,2.907,54.880,24.551,0.919,0.919
4879,0.039,255,255,255,67.451,24.767,0.951,67.352,24.551,0.197,0.394
4880,0.849,255,255,255,43.197,25.251,3.371,42.669,24.683,1.050,1.116
4881,0.043,255,255,255,49.582,25.011,0.688,49.497,24.880,0.197,0.263
4882,0.009,255,255,255,67.057,25.011,0.317,67.024,24.945,0.066,0.131
4883,0.004,255,255,255,67.188,25.044,0.186,67.155,25.011,0.066,0.066
4884,0.009,255,255,255,6.532,25.142,0.317,6.499,25.077,0.066,0.131
4885,0.590,255,255,255,44.479,25.491,2.760,44.048,25.077,0.853,0.853
4886,0.004,255,255,255,64.628,25.175,0.186,64.595,25.142,0.066,0.066
4887,0.026,255,255,255,67.133,25.230,0.557,67.024,25.142,0.197,0.197
4888,0.004,255,255,255,67.582,25.175,0.186,67.549,25.142,0.066,0.066
4889,0.004,255,255,255,21.827,25.306,0.186,21.794,25.273,0.066,0.066
4890,0.004,255,255,255,67.648,25.372,0.186,67.615,25.339,0.066,0.066
4891,0.440,255,255,255,45.786,25.817,2.366,45.427,25.405,0.722,0.788
4892,0.009,255,255,255,52.483,25.602,0.317,52.451,25.536,0.066,0.131
4893,0.017,255,255,255,13.162,25.782,0.464,13.063,25.733,0.197,0.131
4894,0.427,255,255,255,49.852,26.467,2.312,49.497,26.127,0.722,0.722
4895,0.013,255,255,255,6.203,26.291,0.448,6.171,26.192,0.066,0.197
4896,0.004,255,255,255,66.532,26.357,0.186,66.499,26.324,0.066,0.066
4897,0.155,255,255,255,4.564,26.738,1.508,4.398,26.455,0.394,0.591
4898,0.009,255,255,255,66.564,26.554,0.279,66.499,26.521,0.131,0.066
4899,0.810,255,255,255,67.039,28.721,9.291,66.564,26.652,0.919,3.939
4900,0.099,255,255,255,18.793,26.922,1.098,18.643,26.718,0.328,0.394
4901,0.405,255,255,255,32.392,27.202,2.273,32.035,26.849,0.722,0.722
4902,0.763,255,255,255,37.027,27.790,3.192,36.564,27.308,0.919,0.985
4903,0.177,255,255,255,24.115,27.767,1.469,23.895,27.505,0.460,0.525
4904,0.013,255,255,255,26.554,27.691,0.464,26.455,27.637,0.197,0.131
4905,0.004,255,255,255,66.466,28.195,0.186,66.433,28.162,0.066,0.066
4906,0.970,255,255,255,53.747,29.087,3.618,53.173,28.556,1.116,1.116
4907,0.194,255,255,255,8.997,28.921,1.546,8.731,28.687,0.525,0.460
4908,0.004,255,255,255,66.597,28.720,0.186,66.564,28.687,0.066,0.066
4909,0.060,255,255,255,44.376,28.870,0.820,44.245,28.753,0.263,0.263
4910,0.017,255,255,255,68.419,28.835,0.503,68.337,28.753,0.131,0.197
4911,0.004,255,255,255,67.844,29.376,0.186,67.812,29.343,0.066,0.066
4912,0.858,255,255,255,63.090,29.964,3.317,62.560,29.409,1.050,1.050
4913,0.022,255,255,255,66.807,29.560,0.634,66.761,29.409,0.131,0.263
4914,0.004,255,255,255,68.501,29.442,0.186,68.468,29.409,0.066,0.066
4915,0.009,255,255,255,24.157,29.573,0.279,24.092,29.540,0.131,0.066
4916,0.004,255,255,255,67.844,29.573,0.186,67.812,29.540,0.066,0.066
4917,0.013,255,255,255,68.567,29.639,0.448,68.534,29.540,0.066,0.197
4918,0.017,255,255,255,67.910,29.803,0.580,67.877,29.672,0.066,0.263
4919,0.004,255,255,255,66.860,29.770,0.186,66.827,29.737,0.066,0.066
4920,0.483,255,255,255,42.527,30.243,2.568,42.144,29.803,0.788,0.853
4921,0.707,255,255,255,32.950,30.479,3.038,32.494,30.000,0.919,0.985
4922,0.892,255,255,255,64.299,30.615,3.557,63.742,30.066,1.116,1.116
4923,0.004,255,255,255,28.129,30.164,0.186,28.096,30.131,0.066,0.066
4924,0.004,255,255,255,68.632,30.230,0.186,68.599,30.197,0.066,0.066
4925,0.013,255,255,255,66.991,30.361,0.448,66.958,30.263,0.066,0.197
4926,0.237,255,255,255,13.056,30.704,1.732,12.801,30.394,0.525,0.591
4927,0.004,255,255,255,28.326,30.558,0.186,28.293,30.525,0.066,0.066
4928,0.013,255,255,255,67.057,30.624,0.448,67.024,30.525,0.066,0.197
4929,0.034,255,255,255,68.673,30.755,0.765,68.599,30.591,0.131,0.328
4930,0.034,255,255,255,67.426,30.796,0.765,67.352,30.656,0.131,0.328
4931,0.147,255,255,255,13.855,30.987,1.361,13.654,30.788,0.394,0.460
4932,0.952,255,255,255,32.188,31.352,3.541,31.641,30.788,1.116,1.116
4933,0.009,255,255,255,26.324,30.952,0.279,26.258,30.919,0.131,0.066
4934,0.026,255,255,255,67.166,31.116,0.897,67.090,30.919,0.131,0.394
4935,0.009,255,255,255,67.451,31.116,0.317,67.418,31.050,0.066,0.131
4936,0.022,255,255,255,68.724,31.227,0.503,68.665,31.116,0.131,0.197
4937,0.508,255,255,255,26.255,31.652,2.552,25.864,31.247,0.788,0.853
4938,0.004,255,255,255,67.451,31.280,0.186,67.418,31.247,0.066,0.066
4939,0.004,255,255,255,68.895,31.280,0.186,68.862,31.247,0.066,0.066
4940,0.508,255,255,255,67.553,33.785,9.558,67.221,31.378,0.591,4.398
4941,0.789,255,255,255,47.027,32.204,3.170,46.543,31.707,0.985,0.985
4942,0.017,255,255,255,68.796,31.838,0.371,68.731,31.772,0.131,0.131
4943,0.013,255,255,255,68.829,32.396,0.448,68.796,32.298,0.066,0.197
4944,0.009,255,255,255,21.663,32.462,0.279,21.597,32.429,0.131,0.066
4945,0.237,255,255,255,17.277,32.749,1.732,17.002,32.494,0.591,0.525
4946,0.009,255,255,255,28.490,32.593,0.279,28.424,32.560,0.131,0.066
4947,0.228,255,255,255,50.150,32.893,1.678,49.890,32.626,0.525,0.525
4948,0.013,255,255,255,30.230,32.790,0.410,30.131,32.757,0.197,0.066
4949,0.009,255,255,255,29.540,32.921,0.279,29.475,32.888,0.131,0.066
4950,0.065,255,255,255,57.726,33.087,0.874,57.571,32.954,0.328,0.263
4951,0.034,255,255,255,53.919,33.372,0.595,53.829,33.282,0.197,0.197
4952,0.190,255,255,255,11.516,33.818,1.508,11.291,33.545,0.460,0.525
4953,0.797,255,255,255,25.556,34.199,3.262,25.077,33.676,0.985,1.050
4954,185.163,255,255,255,33.703,59.778,524.715,1.313,33.873,66.039,35.120
4955,0.004,255,255,255,67.122,33.971,0.186,67.090,33.939,0.066,0.066
4956,0.004,255,255,255,29.048,34.103,0.186,29.015,34.070,0.066,0.066
4957,0.039,255,255,255,21.667,34.606,0.743,21.532,34.464,0.263,0.263
4958,0.013,255,255,255,15.131,34.584,0.464,15.033,34.529,0.197,0.131
4959,0.013,255,255,255,3.490,35.066,0.371,3.414,34.989,0.131,0.131
4960,0.147,255,255,255,5.663,35.358,1.361,5.449,35.120,0.394,0.460
4961,0.771,255,255,255,16.176,35.762,3.170,15.689,35.252,0.985,0.985
4962,0.004,255,255,255,13.818,35.678,0.186,13.786,35.645,0.066,0.066
4963,0.026,255,255,255,10.678,35.799,0.557,10.569,35.711,0.197,0.197
4964,0.004,255,255,255,57.407,35.744,0.186,57.374,35.711,0.066,0.066
4965,0.259,255,255,255,68.235,37.022,4.732,68.074,36.039,0.263,1.904
4966,0.728,255,255,255,68.859,37.228,5.001,68.599,36.171,0.525,2.101
4967,0.108,255,255,255,11.358,36.448,1.191,11.160,36.236,0.394,0.394
4968,0.013,255,255,255,67.910,36.335,0.448,67.877,36.236,0.066,0.197
4969,1.082,255,255,255,22.716,37.124,3.973,21.991,36.630,1.379,1.050
4970,0.004,255,255,255,67.910,36.663,0.186,67.877,36.630,0.066,0.066
4971,0.771,255,255,255,12.383,37.250,3.170,11.882,36.761,0.985,0.985
4972,0.198,255,255,255,26.601,37.108,1.562,26.324,36.827,0.525,0.525
4973,0.004,255,255,255,3.512,36.926,0.186,3.479,36.893,0.066,0.066
4974,0.013,255,255,255,67.757,37.013,0.371,67.680,36.958,0.131,0.131
4975,0.013,255,255,255,3.512,37.188,0.448,3.479,37.090,0.066,0.197
4976,0.009,255,255,255,3.840,37.155,0.317,3.807,37.090,0.066,0.131
4977,0.983,255,255,255,20.490,37.634,4.082,19.891,37.090,1.444,1.050
4978,0.004,255,255,255,0.755,37.188,0.186,0.722,37.155,0.066,0.066
4979,0.004,255,255,255,0.952,37.319,0.186,0.919,37.287,0.066,0.066
4980,0.746,255,255,255,40.947,37.995,3.147,40.438,37.483,0.985,0.985
4981,0.651,255,255,255,3.844,39.694,9.164,3.479,37.549,0.788,4.201
4982,0.017,255,255,255,21.729,37.615,0.371,21.663,37.549,0.131,0.131
4983,0.009,255,255,255,68.468,37.680,0.371,68.402,37.615,0.131,0.131
4984,0.013,255,255,255,1.083,38.041,0.448,1.050,37.943,0.066,0.197
4985,0.004,255,255,255,68.435,37.976,0.186,68.402,37.943,0.066,0.066
4986,0.983,255,255,255,44.928,38.716,3.579,44.376,38.140,1.116,1.116
4987,0.004,255,255,255,1.149,38.435,0.186,1.116,38.403,0.066,0.066
4988,0.004,255,255,255,68.304,38.435,0.186,68.271,38.403,0.066,0.066
4989,0.004,255,255,255,68.370,38.567,0.186,68.337,38.534,0.066,0.066
4990,0.702,255,255,255,27.290,39.117,3.038,26.783,38.665,0.985,0.919
4991,0.009,255,255,255,68.206,38.764,0.279,68.140,38.731,0.131,0.066
4992,0.004,255,255,255,68.107,38.895,0.186,68.074,38.862,0.066,0.066
4993,0.004,255,255,255,68.107,39.026,0.186,68.074,38.993,0.066,0.066
4994,0.004,255,255,255,68.764,39.092,0.186,68.731,39.059,0.066,0.066
4995,0.013,255,255,255,68.216,39.223,0.503,68.140,39.125,0.131,0.197
4996,0.013,255,255,255,67.844,39.354,0.448,67.812,39.256,0.066,0.197
4997,0.017,255,255,255,30.263,39.453,0.371,30.197,39.387,0.131,0.131
4998,0.004,255,255,255,68.238,39.420,0.186,68.206,39.387,0.066,0.066
4999,0.004,255,255,255,68.173,39.617,0.186,68.140,39.584,0.066,0.066
5000,0.047,255,255,255,14.039,40.041,0.743,13.917,39.912,0.263,0.263
5001,0.004,255,255,255,68.107,39.945,0.186,68.074,39.912,0.066,0.066
5002,0.009,255,255,255,68.107,40.109,0.317,68.074,40.044,0.066,0.131
5003,0.694,255,255,255,8.334,40.640,3.022,7.877,40.175,0.919,0.919
5004,0.026,255,255,255,68.009,40.569,0.595,67.877,40.503,0.263,0.131
5005,0.013,255,255,255,1.280,40.667,0.448,1.247,40.569,0.066,0.197
5006,0.147,255,255,255,31.855,40.828,1.415,31.641,40.569,0.460,0.460
5007,0.927,255,255,255,44.028,41.171,3.487,43.457,40.634,1.116,1.050
5008,0.147,255,255,255,66.506,40.887,1.508,66.302,40.634,0.394,0.460
5009,0.004,255,255,255,39.289,40.733,0.186,39.256,40.700,0.066,0.066
5010,0.853,255,255,255,10.444,41.414,3.355,9.912,40.897,1.050,1.050
5011,0.013,255,255,255,67.866,41.280,0.371,67.812,41.225,0.131,0.131
5012,0.013,255,255,255,67.844,41.521,0.448,67.812,41.422,0.066,0.197
5013,0.004,255,255,255,68.238,41.718,0.186,68.206,41.685,0.066,0.066
5014,0.004,255,255,255,68.370,41.783,0.186,68.337,41.750,0.066,0.066
5015,0.004,255,255,255,1.674,41.849,0.186,1.641,41.816,0.066,0.066
5016,0.009,255,255,255,22.713,41.980,0.279,22.648,41.947,0.131,0.066
5017,0.004,255,255,255,68.041,41.980,0.186,68.009,41.947,0.066,0.066
5018,0.401,255,255,255,46.055,42.369,2.273,45.689,42.013,0.722,0.722
5019,0.004,255,255,255,67.976,42.243,0.186,67.943,42.210,0.066,0.066
5020,0.737,255,255,255,21.135,42.751,3.115,20.678,42.276,0.919,0.985
5021,0.004,255,255,255,23.468,42.374,0.186,23.435,42.341,0.066,0.066
5022,0.267,255,255,255,67.443,42.665,2.366,67.155,42.341,0.591,0.656
5023,0.004,255,255,255,67.648,42.374,0.186,67.615,42.341,0.066,0.066
5024,0.004,255,255,255,5.088,42.505,0.186,5.055,42.473,0.066,0.066
5025,1.198,255,255,255,34.759,43.550,5.296,34.267,42.604,0.919,1.772
5026,0.009,255,255,255,67.877,42.768,0.279,67.812,42.735,0.131,0.066
5027,0.004,255,255,255,36.006,42.965,0.186,35.974,42.932,0.066,0.066
5028,0.026,255,255,255,10.044,43.162,0.503,9.978,43.063,0.131,0.197
5029,0.009,255,255,255,4.825,43.195,0.317,4.792,43.129,0.066,0.131
5030,0.009,255,255,255,67.713,43.326,0.317,67.680,43.260,0.066,0.131
5031,0.004,255,255,255,67.910,43.359,0.186,67.877,43.326,0.066,0.066
5032,0.677,255,255,255,52.187,43.886,3.000,51.729,43.392,0.919,0.985
5033,0.004,255,255,255,67.844,43.490,0.186,67.812,43.457,0.066,0.066
5034,0.026,255,255,255,2.560,43.731,0.743,2.429,43.654,0.263,0.197
5035,0.013,255,255,255,67.626,43.775,0.371,67.549,43.720,0.131,0.131
5036,0.332,255,255,255,48.095,44.239,2.087,47.790,43.917,0.656,0.656
5037,0.672,255,255,255,14.130,44.433,2.946,13.654,43.982,0.919,0.919
5038,0.004,255,255,255,67.516,44.015,0.186,67.483,43.982,0.066,0.066
5039,0.004,255,255,255,67.451,44.147,0.186,67.418,44.114,0.066,0.066
5040,0.017,255,255,255,22.155,44.229,0.464,22.057,44.179,0.197,0.131
5041,0.121,255,255,255,67.446,44.719,2.776,67.221,44.245,0.460,0.853
5042,0.009,255,255,255,17.199,44.343,0.279,17.133,44.311,0.131,0.066
5043,0.009,255,255,255,11.619,44.409,0.279,11.554,44.376,0.131,0.066
5044,0.004,255,255,255,45.788,44.409,0.186,45.755,44.376,0.066,0.066
5045,0.009,255,255,255,17.494,44.639,0.317,17.462,44.573,0.066,0.131
5046,0.004,255,255,255,17.626,44.869,0.186,17.593,44.836,0.066,0.066
5047,0.194,255,255,255,20.205,45.191,1.546,19.956,44.967,0.525,0.460
5048,0.504,255,255,255,39.647,45.485,2.536,39.256,45.098,0.788,0.788
5049,0.004,255,255,255,55.109,45.197,0.186,55.076,45.164,0.066,0.066
5050,0.004,255,255,255,24.453,45.459,0.186,24.420,45.427,0.066,0.066
5051,0.004,255,255,255,66.860,45.459,0.186,66.827,45.427,0.066,0.066
5052,0.004,255,255,255,55.109,45.591,0.186,55.076,45.558,0.066,0.066
5053,0.013,255,255,255,8.851,45.678,0.371,8.796,45.624,0.131,0.131
5054,0.004,255,255,255,57.998,45.656,0.186,57.965,45.624,0.066,0.066
5055,0.017,255,255,255,8.632,45.738,0.464,8.534,45.689,0.197,0.131
5056,0.004,255,255,255,66.729,45.722,0.186,66.696,45.689,0.066,0.066
5057,0.138,255,255,255,66.462,46.413,2.350,66.236,45.886,0.460,0.985
5058,0.009,255,255,255,9.420,46.017,0.317,9.387,45.952,0.066,0.131
5059,0.004,255,255,255,5.481,46.116,0.186,5.449,46.083,0.066,0.066
5060,0.435,255,255,255,8.094,46.794,3.711,7.681,46.083,0.722,1.444
5061,0.047,255,255,255,5.690,46.599,1.137,5.580,46.346,0.263,0.460
5062,0.004,255,255,255,29.573,46.575,0.186,29.540,46.543,0.066,0.066
5063,0.022,255,255,255,56.698,46.602,0.503,56.586,46.543,0.197,0.131
5064,0.741,255,255,255,38.619,47.084,3.224,38.140,46.608,0.985,0.985
5065,0.914,255,255,255,51.354,47.703,3.487,50.810,47.133,1.050,1.116
5066,0.004,255,255,255,29.901,47.232,0.186,29.869,47.199,0.066,0.066
5067,0.004,255,255,255,3.315,47.297,0.186,3.282,47.265,0.066,0.066
5068,0.004,255,255,255,22.221,47.363,0.186,22.188,47.330,0.066,0.066
5069,0.379,255,255,255,53.703,47.738,2.219,53.370,47.396,0.656,0.722
5070,0.595,255,255,255,33.170,47.960,2.798,32.757,47.527,0.853,0.853
5071,0.129,255,255,255,8.551,48.048,1.639,8.337,47.724,0.394,0.656
5072,0.784,255,255,255,36.315,48.209,3.247,35.842,47.724,0.985,0.985
5073,0.039,255,255,255,9.413,48.114,0.951,9.322,47.921,0.197,0.394
5074,0.004,255,255,255,23.140,47.954,0.186,23.107,47.921,0.066,0.066
5075,0.030,255,255,255,8.295,48.141,0.820,8.206,47.987,0.197,0.328
5076,0.004,255,255,255,20.645,48.020,0.186,20.613,47.987,0.066,0.066
5077,0.487,255,255,255,25.323,48.445,2.497,24.945,48.052,0.788,0.788
5078,0.004,255,255,255,15.591,48.217,0.186,15.558,48.184,0.066,0.066
5079,0.651,255,255,255,48.222,48.636,2.891,47.790,48.184,0.853,0.919
5080,0.009,255,255,255,15.361,48.282,0.279,15.295,48.249,0.131,0.066
5081,0.004,255,255,255,15.853,48.282,0.186,15.821,48.249,0.066,0.066
5082,0.009,255,255,255,9.551,48.446,0.317,9.519,48.381,0.066,0.131
5083,0.004,255,255,255,57.998,48.742,0.186,57.965,48.709,0.066,0.066
5084,0.004,255,255,255,9.945,49.201,0.186,9.912,49.168,0.066,0.066
5085,0.004,255,255,255,10.011,49.398,0.186,9.978,49.365,0.066,0.066
5086,0.013,255,255,255,10.120,49.595,0.503,10.044,49.497,0.131,0.197
5087,0.004,255,255,255,23.140,49.529,0.186,23.107,49.497,0.066,0.066
5088,0.004,255,255,255,4.037,49.661,0.186,4.004,49.628,0.066,0.066
5089,0.099,255,255,255,21.821,49.872,1.098,21.663,49.694,0.328,0.394
5090,0.004,255,255,255,24.781,49.726,0.186,24.748,49.694,0.066,0.066
5091,0.009,255,255,255,26.127,49.726,0.279,26.061,49.694,0.131,0.066
5092,0.004,255,255,255,10.208,49.792,0.186,10.175,49.759,0.066,0.066
5093,0.379,255,255,255,11.816,50.219,2.164,11.488,49.890,0.656,0.656
5094,0.004,255,255,255,38.567,49.989,0.186,38.534,49.956,0.066,0.066
5095,0.814,255,255,255,42.105,50.450,3.301,41.619,49.956,0.985,1.050
5096,0.004,255,255,255,10.339,50.055,0.186,10.306,50.022,0.066,0.066
5097,0.004,255,255,255,38.435,50.055,0.186,38.403,50.022,0.066,0.066
5098,0.004,255,255,255,45.000,50.055,0.186,44.967,50.022,0.066,0.066
5099,0.009,255,255,255,24.486,50.186,0.279,24.420,50.153,0.131,0.066
5100,0.108,255,255,255,10.746,50.745,2.142,10.503,50.284,0.525,0.853
5101,0.009,255,255,255,24.420,50.580,0.279,24.354,50.547,0.131,0.066
5102,0.746,255,255,255,35.440,51.050,3.038,34.989,50.547,0.919,0.985
5103,0.733,255,255,255,48.300,51.008,3.077,47.790,50.547,0.985,0.919
5104,0.013,255,255,255,4.540,50.733,0.371,4.464,50.678,0.131,0.131
5105,0.009,255,255,255,57.998,50.810,0.317,57.965,50.744,0.066,0.131
5106,0.009,255,255,255,4.661,50.941,0.371,4.595,50.875,0.131,0.131
5107,0.013,255,255,255,38.982,50.952,0.371,38.928,50.875,0.131,0.131
5108,0.552,255,255,255,21.750,51.551,2.683,21.335,51.138,0.853,0.853
5109,0.004,255,255,255,4.891,51.302,0.186,4.858,51.269,0.066,0.066
5110,0.827,255,255,255,51.138,51.827,3.262,50.613,51.335,1.050,0.985
5111,0.004,255,255,255,5.153,51.696,0.186,5.120,51.663,0.066,0.066
5112,0.004,255,255,255,11.324,51.761,0.186,11.291,51.729,0.066,0.066
5113,0.332,255,255,255,28.445,52.038,2.087,28.096,51.729,0.656,0.656
5114,0.004,255,255,255,13.228,51.893,0.186,13.195,51.860,0.066,0.066
5115,0.009,255,255,255,5.219,51.991,0.317,5.186,51.925,0.066,0.131
5116,0.030,255,255,255,26.235,52.090,0.928,26.127,51.925,0.197,0.328
5117,0.004,255,255,255,8.895,52.090,0.186,8.862,52.057,0.066,0.066
5118,0.009,255,255,255,38.403,52.221,0.279,38.337,52.188,0.131,0.066
5119,0.293,255,255,255,32.319,52.605,1.918,32.035,52.254,0.591,0.656
5120,0.004,255,255,255,5.416,52.352,0.186,5.383,52.319,0.066,0.066
5121,0.009,255,255,255,11.718,52.451,0.317,11.685,52.385,0.066,0.131
5122,0.504,255,255,255,19.601,52.796,2.644,19.168,52.385,0.853,0.853
5123,0.004,255,255,255,11.258,52.680,0.186,11.225,52.648,0.066,0.066
5124,0.047,255,255,255,26.476,52.710,1.306,26.192,52.648,0.591,0.131
5125,0.004,255,255,255,11.389,52.877,0.186,11.357,52.845,0.066,0.066
5126,0.009,255,255,255,11.521,53.041,0.317,11.488,52.976,0.066,0.131
5127,0.668,255,255,255,15.103,53.422,2.946,14.639,52.976,0.919,0.919
5128,0.004,255,255,255,48.610,53.009,0.186,48.578,52.976,0.066,0.066
5129,0.004,255,255,255,38.895,53.468,0.186,38.862,53.435,0.066,0.066
5130,0.004,255,255,255,62.790,53.599,0.186,62.757,53.567,0.066,0.066
5131,0.004,255,255,255,6.269,53.665,0.186,6.236,53.632,0.066,0.066
5132,0.707,255,255,255,27.336,54.290,3.077,26.849,53.829,0.985,0.919
5133,0.017,255,255,255,44.901,54.092,0.371,44.836,54.026,0.131,0.131
5134,0.914,255,255,255,53.752,54.557,3.432,53.238,54.026,1.050,1.050
5135,0.009,255,255,255,12.571,54.157,0.317,12.538,54.092,0.066,0.131
5136,0.004,255,255,255,6.597,54.190,0.186,6.565,54.157,0.066,0.066
5137,0.689,255,255,255,22.486,54.846,3.000,22.057,54.354,0.919,0.985
5138,0.681,255,255,255,36.787,54.810,2.984,36.302,54.354,0.919,0.919
5139,0.009,255,255,255,56.750,54.814,0.317,56.718,54.748,0.066,0.131
5140,0.004,255,255,255,14.409,55.569,0.186,14.376,55.536,0.066,0.066
5141,0.009,255,255,255,14.508,55.733,0.371,14.442,55.667,0.131,0.131
5142,0.004,255,255,255,14.672,56.028,0.186,14.639,55.995,0.066,0.066
5143,0.043,255,255,255,14.921,56.238,1.060,14.770,56.061,0.328,0.394
5144,0.004,255,255,255,17.298,56.094,0.186,17.265,56.061,0.066,0.066
5145,0.970,255,255,255,43.899,56.616,3.579,43.326,56.061,1.116,1.116
5146,0.082,255,255,255,37.202,56.560,1.137,37.090,56.324,0.263,0.460
5147,0.013,255,255,255,37.866,56.685,0.503,37.812,56.586,0.131,0.197
5148,0.004,255,255,255,60.623,57.276,0.186,60.591,57.243,0.066,0.066
5149,0.004,255,255,255,50.186,57.341,0.186,50.153,57.308,0.066,0.066
5150,0.004,255,255,255,50.252,57.473,0.186,50.219,57.440,0.066,0.066
5151,0.009,255,255,255,17.659,57.538,0.279,17.593,57.505,0.131,0.066
5152,0.004,255,255,255,58.129,58.195,0.186,58.096,58.162,0.066,0.066
5153,0.030,255,255,255,57.979,58.382,0.765,57.899,58.227,0.131,0.328
5154,0.961,255,255,255,30.830,59.568,3.634,30.263,59.015,1.116,1.116
5155,0.203,255,255,255,34.573,59.244,1.585,34.333,59.015,0.525,0.460
5156,0.013,255,255,255,57.976,59.114,0.503,57.899,59.015,0.131,0.197
5157,0.715,255,255,255,23.148,59.627,3.115,22.713,59.146,0.919,0.985
5158,0.151,255,255,255,57.101,59.909,2.545,56.652,59.475,0.919,0.853
5159,0.026,255,255,255,13.063,59.639,0.503,12.998,59.540,0.131,0.197
