 ,Area,Mean,Min,Max,XM,YM,Perim.,BX,BY,Width,Height
2628,0.020,255,255,255,97.075,58.969,0.479,97.026,58.870,0.099,0.198
2629,0.020,255,255,255,2.230,59.068,0.479,2.180,58.969,0.099,0.198
2630,0.010,255,255,255,1.933,59.117,0.280,1.883,59.068,0.099,0.099
2631,0.069,255,255,255,2.357,59.670,1.436,2.279,59.365,0.198,0.595
2632,0.010,255,255,255,2.032,59.712,0.280,1.982,59.663,0.099,0.099
2633,0.010,255,255,255,2.032,59.910,0.280,1.982,59.861,0.099,0.099
2634,0.226,255,255,255,34.323,60.208,1.634,34.093,59.960,0.496,0.496
2635,0.020,255,255,255,2.131,60.158,0.479,2.081,60.059,0.099,0.198
2636,0.010,255,255,255,3.617,60.208,0.280,3.568,60.158,0.099,0.099
2637,0.049,255,255,255,103.121,60.406,1.073,103.071,60.158,0.099,0.496
2638,0.108,255,255,255,2.338,60.667,1.716,2.081,60.455,0.496,0.396
2639,0.029,255,255,255,3.683,60.835,0.561,3.568,60.753,0.198,0.198
2640,0.029,255,255,255,103.022,60.901,0.677,102.972,60.753,0.099,0.297
2641,1.729,255,255,255,2.813,63.516,11.258,2.081,60.852,1.388,4.559
2642,0.020,255,255,255,2.527,61.050,0.479,2.478,60.951,0.099,0.198
2643,0.098,255,255,255,103.517,61.159,1.179,103.369,60.951,0.297,0.396
2644,1.100,255,255,255,4.382,64.029,13.733,3.667,61.050,1.586,6.046
2645,0.304,255,255,255,5.980,61.512,1.996,5.649,61.149,0.595,0.694
2646,75.120,255,255,255,60.026,90.560,360.136,3.271,61.149,99.900,42.913
2647,0.118,255,255,255,67.707,61.587,1.237,67.492,61.347,0.396,0.396
2648,0.029,255,255,255,2.626,61.595,0.677,2.577,61.446,0.099,0.297
2649,0.039,255,255,255,103.468,61.744,0.561,103.369,61.645,0.198,0.198
2650,0.020,255,255,255,103.418,62.239,0.479,103.369,62.140,0.099,0.198
2651,0.039,255,255,255,103.369,62.537,0.561,103.270,62.438,0.198,0.198
2652,0.049,255,255,255,36.105,62.626,0.701,35.976,62.537,0.297,0.198
2653,0.344,255,255,255,31.653,63.169,2.078,31.318,62.834,0.694,0.694
2654,0.010,255,255,255,103.022,64.073,0.280,102.972,64.023,0.099,0.099
2655,0.128,255,255,255,5.241,65.773,2.112,5.054,65.312,0.496,0.793
2656,0.079,255,255,255,6.987,65.634,1.039,6.838,65.510,0.396,0.297
2657,0.079,255,255,255,3.233,65.782,1.518,3.072,65.609,0.297,0.396
2658,0.039,255,255,255,3.568,65.758,0.759,3.469,65.609,0.198,0.297
2659,0.010,255,255,255,5.401,66.451,0.280,5.352,66.402,0.099,0.099
2660,0.029,255,255,255,7.582,66.749,0.619,7.433,66.699,0.297,0.099
2661,0.010,255,255,255,5.203,67.244,0.280,5.154,67.195,0.099,0.099
2662,0.039,255,255,255,5.674,67.393,0.957,5.550,67.195,0.198,0.396
2663,0.039,255,255,255,5.352,67.690,0.957,5.253,67.492,0.198,0.396
2664,0.010,255,255,255,5.798,67.839,0.280,5.748,67.789,0.099,0.099
2665,0.020,255,255,255,8.622,67.938,0.420,8.523,67.888,0.198,0.099
2666,0.029,255,255,255,79.600,68.103,0.561,79.484,67.988,0.198,0.198
2667,0.010,255,255,255,5.500,68.136,0.280,5.451,68.087,0.099,0.099
2668,0.020,255,255,255,5.649,68.582,0.561,5.550,68.483,0.198,0.198
2669,0.344,255,255,255,6.426,69.487,4.505,6.046,68.582,0.793,1.883
2670,0.010,255,255,255,5.798,69.028,0.280,5.748,68.979,0.099,0.099
2671,0.020,255,255,255,5.897,69.276,0.479,5.847,69.177,0.099,0.198
2672,0.020,255,255,255,5.996,69.573,0.479,5.946,69.474,0.099,0.198
2673,0.039,255,255,255,52.229,69.771,0.561,52.130,69.672,0.198,0.198
2674,0.010,255,255,255,6.194,70.118,0.280,6.145,70.069,0.099,0.099
2675,0.491,255,255,255,7.241,71.601,4.307,6.838,70.564,0.892,1.784
2676,0.118,255,255,255,91.154,70.969,1.179,90.980,70.763,0.396,0.396
2677,0.010,255,255,255,51.684,71.010,0.280,51.635,70.961,0.099,0.099
2678,0.020,255,255,255,6.938,72.100,0.420,6.838,72.051,0.198,0.099
2679,1.218,255,255,255,9.180,75.689,15.361,7.532,72.447,3.271,6.244
2680,0.236,255,255,255,14.668,73.637,1.682,14.371,73.339,0.595,0.595
2681,0.511,255,255,255,40.398,73.841,2.615,39.940,73.438,0.892,0.793
2682,0.010,255,255,255,4.509,74.875,0.280,4.460,74.826,0.099,0.099
2683,0.020,255,255,255,94.003,75.421,0.479,93.954,75.321,0.099,0.198
2684,0.010,255,255,255,8.176,75.569,0.280,8.127,75.520,0.099,0.099
2685,0.010,255,255,255,4.807,75.668,0.280,4.757,75.619,0.099,0.099
2686,2.426,255,255,255,11.785,81.443,25.883,8.226,75.718,6.838,10.109
2687,0.020,255,255,255,4.807,75.916,0.479,4.757,75.817,0.099,0.198
2688,0.020,255,255,255,73.339,76.065,0.420,73.240,76.015,0.198,0.099
2689,0.079,255,255,255,8.164,76.461,1.237,8.028,76.213,0.297,0.496
2690,0.059,255,255,255,49.653,76.494,0.899,49.454,76.412,0.396,0.198
2691,0.010,255,255,255,4.509,76.758,0.280,4.460,76.709,0.099,0.099
2692,0.010,255,255,255,92.517,77.056,0.280,92.467,77.006,0.099,0.099
2693,0.020,255,255,255,39.891,77.502,0.479,39.841,77.403,0.099,0.198
2694,0.088,255,255,255,8.892,77.739,1.237,8.721,77.502,0.297,0.496
2695,0.403,255,255,255,22.769,78.146,2.194,22.398,77.799,0.694,0.694
2696,0.020,255,255,255,37.463,78.096,0.561,37.363,77.997,0.198,0.198
2697,0.029,255,255,255,9.333,78.542,0.759,9.217,78.394,0.198,0.297
2698,0.010,255,255,255,5.897,78.542,0.280,5.847,78.493,0.099,0.099
2699,0.020,255,255,255,4.906,78.691,0.479,4.856,78.592,0.099,0.198
2700,2.966,255,255,255,14.733,83.946,28.270,10.902,78.790,8.523,10.307
2701,0.010,255,255,255,9.564,78.939,0.280,9.514,78.889,0.099,0.099
2702,0.010,255,255,255,92.021,79.038,0.280,91.971,78.988,0.099,0.099
2703,0.069,255,255,255,9.762,79.264,1.039,9.613,79.088,0.297,0.396
2704,0.010,255,255,255,62.784,79.434,0.280,62.735,79.385,0.099,0.099
2705,0.334,255,255,255,50.055,79.863,2.054,49.752,79.484,0.595,0.694
2706,0.010,255,255,255,10.158,79.930,0.280,10.109,79.880,0.099,0.099
2707,0.432,255,255,255,48.211,80.290,2.335,47.869,79.880,0.694,0.793
2708,0.010,255,255,255,10.258,80.128,0.280,10.208,80.079,0.099,0.099
2709,0.010,255,255,255,10.555,80.525,0.280,10.505,80.475,0.099,0.099
2710,0.020,255,255,255,10.704,80.772,0.561,10.604,80.673,0.198,0.198
2711,0.010,255,255,255,79.434,80.822,0.280,79.385,80.772,0.099,0.099
2712,0.363,255,255,255,13.448,81.441,2.078,13.082,81.070,0.694,0.694
2713,0.049,255,255,255,11.368,81.734,1.039,11.199,81.565,0.297,0.396
2714,0.010,255,255,255,75.272,81.615,0.280,75.222,81.565,0.099,0.099
2715,0.108,255,255,255,12.078,82.723,2.160,11.695,82.259,0.694,0.793
2716,0.010,255,255,255,5.203,82.507,0.280,5.154,82.457,0.099,0.099
2717,0.373,255,255,255,21.566,82.754,2.136,21.209,82.457,0.793,0.595
2718,0.010,255,255,255,89.345,83.002,0.280,89.296,82.953,0.099,0.099
2719,0.029,255,255,255,88.024,83.167,0.561,87.908,83.052,0.198,0.198
2720,0.049,255,255,255,12.537,83.339,1.039,12.388,83.151,0.297,0.396
2721,0.010,255,255,255,7.185,83.300,0.280,7.136,83.250,0.099,0.099
2722,0.010,255,255,255,55.054,83.399,0.280,55.004,83.349,0.099,0.099
2723,0.010,255,255,255,87.859,83.399,0.280,87.809,83.349,0.099,0.099
2724,0.088,255,255,255,87.506,83.872,1.880,87.214,83.547,0.595,0.694
2725,0.432,255,255,255,45.528,84.369,2.277,45.193,83.944,0.694,0.793
2726,0.020,255,255,255,13.132,84.142,0.479,13.082,84.043,0.099,0.198
2727,0.020,255,255,255,29.187,84.142,0.479,29.138,84.043,0.099,0.198
2728,0.079,255,255,255,86.917,84.613,1.518,86.719,84.340,0.396,0.595
2729,0.069,255,255,255,13.599,84.701,1.319,13.379,84.439,0.396,0.496
2730,0.059,255,255,255,87.958,84.737,1.039,87.809,84.538,0.297,0.396
2731,0.010,255,255,255,79.633,84.687,0.280,79.583,84.638,0.099,0.099
2732,0.029,255,255,255,86.438,85.183,0.759,86.322,85.034,0.198,0.297
2733,0.020,255,255,255,14.271,85.529,0.561,14.172,85.430,0.198,0.198
2734,0.010,255,255,255,86.174,85.480,0.280,86.124,85.430,0.099,0.099
2735,0.010,255,255,255,86.075,85.678,0.280,86.025,85.629,0.099,0.099
2736,0.020,255,255,255,14.569,85.827,0.561,14.470,85.728,0.198,0.198
2737,0.059,255,255,255,85.645,86.075,1.319,85.430,85.827,0.396,0.496
2738,0.020,255,255,255,86.867,86.025,0.479,86.818,85.926,0.099,0.198
2739,0.010,255,255,255,25.025,86.273,0.280,24.975,86.223,0.099,0.099
2740,0.295,255,255,255,15.946,86.874,3.282,15.461,86.322,1.090,1.189
2741,0.020,255,255,255,15.213,86.521,0.479,15.163,86.421,0.099,0.198
2742,0.010,255,255,255,85.381,86.471,0.280,85.331,86.421,0.099,0.099
2743,0.010,255,255,255,84.984,86.768,0.280,84.935,86.719,0.099,0.099
2744,0.049,255,255,255,15.768,87.185,0.981,15.560,87.016,0.396,0.297
2745,0.118,255,255,255,38.082,87.404,1.179,37.859,87.214,0.396,0.396
2746,0.039,255,255,255,84.489,87.313,0.701,84.340,87.214,0.297,0.198
2747,0.010,255,255,255,84.192,87.561,0.280,84.142,87.512,0.099,0.099
2748,0.147,255,255,255,18.768,87.806,1.319,18.533,87.611,0.496,0.396
2749,0.010,255,255,255,84.092,87.759,0.280,84.043,87.710,0.099,0.099
2750,0.020,255,255,255,16.551,88.007,0.561,16.452,87.908,0.198,0.198
2751,0.010,255,255,255,83.894,87.958,0.280,83.845,87.908,0.099,0.099
2752,0.020,255,255,255,83.646,88.057,0.420,83.547,88.007,0.198,0.099
2753,0.010,255,255,255,83.498,88.354,0.280,83.448,88.304,0.099,0.099
2754,0.010,255,255,255,17.096,88.552,0.280,17.046,88.503,0.099,0.099
2755,0.010,255,255,255,84.489,88.552,0.280,84.439,88.503,0.099,0.099
2756,0.059,255,255,255,20.912,88.750,0.759,20.813,88.602,0.198,0.297
2757,0.010,255,255,255,16.105,88.750,0.280,16.055,88.701,0.099,0.099
2758,0.039,255,255,255,17.740,89.196,1.121,17.542,88.998,0.396,0.396
2759,0.010,255,255,255,83.993,89.048,0.280,83.944,88.998,0.099,0.099
2760,0.010,255,255,255,82.705,89.147,0.280,82.655,89.097,0.099,0.099
2761,0.010,255,255,255,16.700,89.246,0.280,16.650,89.196,0.099,0.099
2762,0.029,255,255,255,19.574,89.246,0.619,19.425,89.196,0.297,0.099
2763,0.157,255,255,255,21.903,89.444,1.319,21.704,89.196,0.396,0.496
2764,0.196,255,255,255,20.183,89.796,2.020,19.821,89.395,0.694,0.694
2765,0.010,255,255,255,82.209,89.543,0.280,82.160,89.494,0.099,0.099
2766,0.648,255,255,255,22.888,90.278,4.447,22.398,89.593,0.991,1.685
2767,0.010,255,255,255,18.483,89.940,0.280,18.434,89.890,0.099,0.099
2768,0.010,255,255,255,81.615,90.039,0.280,81.565,89.989,0.099,0.099
2769,0.059,255,255,255,18.963,90.287,1.121,18.731,90.088,0.396,0.396
2770,0.010,255,255,255,58.325,90.138,0.280,58.275,90.088,0.099,0.099
2771,0.010,255,255,255,81.516,90.237,0.280,81.466,90.188,0.099,0.099
2772,0.020,255,255,255,81.169,90.485,0.561,81.070,90.386,0.198,0.198
2773,0.029,255,255,255,3.584,90.600,0.561,3.469,90.485,0.198,0.198
2774,0.029,255,255,255,47.654,90.567,0.561,47.571,90.485,0.198,0.198
2775,0.020,255,255,255,19.326,90.683,0.561,19.227,90.584,0.198,0.198
2776,0.049,255,255,255,21.893,90.713,0.759,21.804,90.584,0.198,0.297
2777,0.138,255,255,255,36.967,90.761,1.237,36.769,90.584,0.396,0.396
2778,0.678,255,255,255,46.729,91.030,2.871,46.283,90.584,0.892,0.892
2779,0.246,255,255,255,23.292,91.648,2.789,23.092,90.980,0.496,1.189
2780,0.059,255,255,255,23.802,91.212,1.155,23.687,90.980,0.198,0.496
2781,0.088,255,255,255,20.069,91.239,1.319,19.821,91.079,0.496,0.396
2782,0.216,255,255,255,38.900,91.413,1.658,38.652,91.079,0.496,0.595
2783,0.010,255,255,255,80.425,91.129,0.280,80.376,91.079,0.099,0.099
2784,0.069,255,255,255,21.400,91.455,0.981,21.209,91.278,0.396,0.297
2785,0.020,255,255,255,79.979,91.476,0.561,79.880,91.377,0.198,0.198
2786,0.069,255,255,255,21.867,91.794,1.319,21.704,91.575,0.396,0.396
2787,0.010,255,255,255,77.750,91.625,0.280,77.700,91.575,0.099,0.099
2788,0.079,255,255,255,21.073,91.860,1.295,20.912,91.674,0.297,0.496
2789,0.010,255,255,255,19.375,91.823,0.280,19.326,91.773,0.099,0.099
2790,0.216,255,255,255,21.844,92.539,2.639,21.506,92.071,0.595,0.892
2791,0.334,255,255,255,22.698,92.621,2.837,22.398,92.170,0.694,0.892
2792,0.128,255,255,255,26.420,92.356,1.319,26.164,92.170,0.496,0.396
2793,0.010,255,255,255,21.358,92.318,0.280,21.308,92.269,0.099,0.099
2794,0.020,255,255,255,82.804,92.368,0.479,82.754,92.269,0.099,0.198
2795,0.010,255,255,255,78.939,93.309,0.280,78.889,93.260,0.099,0.099
2796,0.010,255,255,255,22.745,93.409,0.280,22.696,93.359,0.099,0.099
2797,0.010,255,255,255,25.322,93.508,0.280,25.272,93.458,0.099,0.099
2798,0.010,255,255,255,40.683,93.904,0.280,40.634,93.854,0.099,0.099
2799,0.010,255,255,255,63.181,94.300,0.280,63.131,94.251,0.099,0.099
2800,0.010,255,255,255,73.587,94.499,0.280,73.538,94.449,0.099,0.099
2801,0.560,255,255,255,29.364,95.213,5.602,28.642,94.647,1.388,1.090
2802,0.010,255,255,255,69.623,94.697,0.280,69.573,94.647,0.099,0.099
2803,0.029,255,255,255,71.770,94.862,0.561,71.654,94.746,0.198,0.198
2804,0.049,255,255,255,25.262,94.994,0.899,25.074,94.846,0.297,0.297
2805,0.128,255,255,255,26.412,95.726,1.319,26.164,95.539,0.496,0.396
2806,0.039,255,255,255,29.633,95.837,0.561,29.534,95.738,0.198,0.198
2807,0.020,255,255,255,27.254,96.332,0.561,27.155,96.233,0.198,0.198
2808,0.010,255,255,255,70.317,96.283,0.280,70.267,96.233,0.099,0.099
2809,0.010,255,255,255,100.148,96.481,0.280,100.098,96.431,0.099,0.099
2810,0.039,255,255,255,29.088,96.902,0.701,28.939,96.828,0.297,0.198
2811,0.570,255,255,255,34.014,97.308,2.615,33.597,96.828,0.793,0.892
2812,0.167,255,255,255,31.921,97.320,3.093,31.318,97.026,1.288,0.595
2813,0.314,255,255,255,39.259,97.487,1.938,38.949,97.125,0.595,0.694
2814,0.756,255,255,255,30.038,97.665,4.587,29.038,97.224,1.883,0.991
2815,0.039,255,255,255,33.250,97.918,0.701,33.102,97.819,0.297,0.198
2816,7.917,255,255,255,42.742,100.384,40.387,33.597,98.017,15.263,4.063
2817,0.010,255,255,255,31.070,98.364,0.280,31.021,98.314,0.099,0.099
2818,0.246,255,255,255,52.977,98.622,1.716,52.725,98.314,0.496,0.595
2819,0.413,255,255,255,47.852,99.475,2.277,47.472,99.107,0.694,0.793
2820,0.010,255,255,255,70.713,99.553,0.280,70.663,99.504,0.099,0.099
2821,0.020,255,255,255,105.301,99.603,0.479,105.252,99.504,0.099,0.198
2822,0.010,255,255,255,59.117,99.950,0.280,59.068,99.900,0.099,0.099
2823,0.010,255,255,255,55.351,100.049,0.280,55.302,99.999,0.099,0.099
2824,0.010,255,255,255,58.325,100.049,0.280,58.275,99.999,0.099,0.099
2825,0.029,255,255,255,38.569,100.280,0.561,38.454,100.197,0.198,0.198
2826,0.108,255,255,255,56.550,100.310,1.237,56.293,100.197,0.496,0.297
2827,0.010,255,255,255,57.928,100.247,0.280,57.879,100.197,0.099,0.099
2828,0.020,255,255,255,57.581,100.346,0.420,57.482,100.296,0.198,0.099
2829,0.010,255,255,255,86.174,100.346,0.280,86.124,100.296,0.099,0.099
2830,0.010,255,255,255,38.503,100.544,0.280,38.454,100.495,0.099,0.099
2831,0.069,255,255,255,49.277,100.601,0.957,49.058,100.495,0.396,0.198
2832,0.039,255,255,255,52.130,100.619,0.841,52.031,100.495,0.198,0.297
2833,0.010,255,255,255,55.351,100.544,0.280,55.302,100.495,0.099,0.099
2834,0.010,255,255,255,38.999,100.643,0.280,38.949,100.594,0.099,0.099
2835,0.010,255,255,255,46.828,100.643,0.280,46.779,100.594,0.099,0.099
2836,0.020,255,255,255,34.886,100.742,0.420,34.787,100.693,0.198,0.099
2837,0.010,255,255,255,46.432,100.742,0.280,46.382,100.693,0.099,0.099
2838,0.010,255,255,255,51.883,100.742,0.280,51.833,100.693,0.099,0.099
2839,0.020,255,255,255,52.725,100.742,0.420,52.626,100.693,0.198,0.099
2840,0.010,255,255,255,67.542,100.842,0.280,67.492,100.792,0.099,0.099
2841,0.452,255,255,255,65.835,101.406,7.304,64.122,100.891,3.271,0.991
2842,0.010,255,255,255,40.981,101.139,0.280,40.931,101.089,0.099,0.099
2843,0.010,255,255,255,41.675,101.238,0.280,41.625,101.188,0.099,0.099
2844,0.010,255,255,255,59.217,101.337,0.280,59.167,101.288,0.099,0.099
2845,0.010,255,255,255,42.567,101.436,0.280,42.517,101.387,0.099,0.099
2846,0.010,255,255,255,59.018,101.436,0.280,58.969,101.387,0.099,0.099
2847,0.020,255,255,255,42.913,101.535,0.420,42.814,101.486,0.198,0.099
2848,0.010,255,255,255,43.161,101.535,0.280,43.112,101.486,0.099,0.099
2849,0.304,255,255,255,42.602,101.954,2.417,42.220,101.585,0.694,0.694
2850,0.010,255,255,255,43.756,101.634,0.280,43.706,101.585,0.099,0.099
2851,0.039,255,255,255,44.276,101.659,0.759,44.103,101.585,0.297,0.198
2852,0.010,255,255,255,58.126,101.634,0.280,58.077,101.585,0.099,0.099
2853,0.010,255,255,255,44.549,101.734,0.280,44.499,101.684,0.099,0.099
2854,0.010,255,255,255,44.945,101.833,0.280,44.896,101.783,0.099,0.099
2855,0.088,255,255,255,45.727,101.943,1.097,45.589,101.783,0.297,0.396
2856,0.010,255,255,255,55.550,101.833,0.280,55.500,101.783,0.099,0.099
2857,0.029,255,255,255,47.026,101.965,0.841,46.878,101.882,0.297,0.198
2858,0.029,255,255,255,54.658,101.965,0.701,54.509,101.882,0.297,0.198
2859,0.020,255,255,255,63.924,101.932,0.420,63.825,101.882,0.198,0.099
2860,0.334,255,255,255,44.572,102.267,2.557,44.202,101.981,0.793,0.595
2861,0.010,255,255,255,47.423,102.031,0.280,47.373,101.981,0.099,0.099
2862,0.020,255,255,255,47.671,102.031,0.420,47.571,101.981,0.198,0.099
2863,0.010,255,255,255,48.017,102.031,0.280,47.968,101.981,0.099,0.099
2864,0.049,255,255,255,52.933,102.090,0.899,52.725,101.981,0.396,0.198
2865,0.029,255,255,255,53.435,102.097,0.561,53.320,101.981,0.198,0.198
2866,0.020,255,255,255,53.914,102.031,0.420,53.815,101.981,0.198,0.099
2867,0.020,255,255,255,63.429,102.031,0.420,63.329,101.981,0.198,0.099
2868,0.992,255,255,255,47.647,102.622,5.018,46.779,102.179,1.883,0.793
2869,0.020,255,255,255,48.265,102.328,0.420,48.166,102.279,0.198,0.099
2870,0.039,255,255,255,45.788,102.675,0.561,45.688,102.576,0.198,0.198
2871,0.108,255,255,255,51.351,102.842,1.658,51.040,102.675,0.694,0.297
2872,0.039,255,255,255,52.477,102.848,0.701,52.329,102.774,0.297,0.198
2873,0.010,255,255,255,51.387,103.121,0.280,51.338,103.071,0.099,0.099
2874,0.020,255,255,255,53.221,103.121,0.420,53.121,103.071,0.198,0.099
2875,0.010,255,255,255,55.351,103.121,0.280,55.302,103.071,0.099,0.099
2876,0.020,255,255,255,55.797,103.121,0.420,55.698,103.071,0.198,0.099
2877,0.010,255,255,255,51.684,103.220,0.280,51.635,103.171,0.099,0.099
2878,0.010,255,255,255,53.567,103.220,0.280,53.518,103.171,0.099,0.099
2879,0.039,255,255,255,96.431,103.270,0.561,96.332,103.171,0.198,0.198
2880,0.010,255,255,255,56.640,0.446,0.280,56.590,0.396,0.099,0.099
2881,0.039,255,255,255,52.130,0.595,0.561,52.031,0.496,0.198,0.198
2882,0.010,255,255,255,49.900,0.942,0.280,49.851,0.892,0.099,0.099
2883,0.020,255,255,255,51.090,0.991,0.479,51.040,0.892,0.099,0.198
2884,2.338,255,255,255,42.004,2.210,31.711,35.679,0.991,13.280,2.973
2885,0.010,255,255,255,49.108,1.041,0.280,49.058,0.991,0.099,0.099
2886,0.010,255,255,255,53.171,1.041,0.280,53.121,0.991,0.099,0.099
2887,0.010,255,255,255,54.261,1.041,0.280,54.212,0.991,0.099,0.099
2888,0.010,255,255,255,54.063,1.140,0.280,54.013,1.090,0.099,0.099
2889,0.059,255,255,255,55.104,1.140,1.213,54.806,1.090,0.595,0.099
2890,0.088,255,255,255,56.640,1.239,1.808,56.194,1.189,0.892,0.099
2891,0.020,255,255,255,44.697,1.338,0.420,44.598,1.288,0.198,0.099
2892,0.069,255,255,255,57.631,1.338,1.412,57.284,1.288,0.694,0.099
2893,0.010,255,255,255,58.325,1.338,0.280,58.275,1.288,0.099,0.099
2894,0.010,255,255,255,43.954,1.437,0.280,43.904,1.388,0.099,0.099
2895,0.049,255,255,255,59.415,1.536,1.015,59.167,1.487,0.496,0.099
2896,0.029,255,255,255,60.108,1.635,0.619,59.960,1.586,0.297,0.099
2897,0.010,255,255,255,62.685,1.635,0.280,62.636,1.586,0.099,0.099
2898,0.010,255,255,255,42.567,1.734,0.280,42.517,1.685,0.099,0.099
2899,0.020,255,255,255,45.094,1.734,0.420,44.995,1.685,0.198,0.099
2900,0.471,255,255,255,62.510,2.090,8.329,60.356,1.685,3.865,0.793
2901,0.029,255,255,255,44.450,1.833,0.619,44.301,1.784,0.297,0.099
2902,0.049,255,255,255,64.667,1.873,1.097,64.420,1.784,0.496,0.198
2903,0.020,255,255,255,43.904,1.933,0.420,43.805,1.883,0.198,0.099
2904,0.118,255,255,255,63.775,1.999,2.369,63.230,1.883,1.090,0.297
2905,9.243,255,255,255,76.326,7.337,70.256,64.321,1.883,23.588,12.983
2906,0.010,255,255,255,40.981,2.032,0.280,40.931,1.982,0.099,0.099
2907,0.020,255,255,255,42.319,2.230,0.420,42.220,2.180,0.198,0.099
2908,0.020,255,255,255,41.922,2.329,0.420,41.823,2.279,0.198,0.099
2909,0.010,255,255,255,64.965,2.329,0.280,64.915,2.279,0.099,0.099
2910,0.020,255,255,255,65.411,2.428,0.420,65.312,2.379,0.198,0.099
2911,26.255,255,255,255,85.635,19.590,157.579,49.355,2.676,53.121,39.048
2912,0.079,255,255,255,37.215,3.048,1.179,36.967,2.874,0.496,0.297
2913,0.020,255,255,255,49.157,3.221,0.420,49.058,3.171,0.198,0.099
2914,0.128,255,255,255,48.132,3.389,2.567,47.571,3.271,1.189,0.297
2915,0.029,255,255,255,47.225,3.518,0.619,47.076,3.469,0.297,0.099
2916,0.010,255,255,255,46.333,3.617,0.280,46.283,3.568,0.099,0.099
2917,0.020,255,255,255,46.580,3.617,0.420,46.481,3.568,0.198,0.099
2918,0.020,255,255,255,35.480,4.014,0.420,35.381,3.964,0.198,0.099
2919,0.010,255,255,255,35.034,4.212,0.280,34.985,4.163,0.099,0.099
2920,0.010,255,255,255,34.737,4.311,0.280,34.688,4.262,0.099,0.099
2921,0.010,255,255,255,34.043,4.608,0.280,33.994,4.559,0.099,0.099
2922,0.029,255,255,255,30.475,5.765,0.701,30.327,5.649,0.297,0.198
2923,0.010,255,255,255,57.036,8.375,0.280,56.987,8.325,0.099,0.099
2924,0.029,255,255,255,55.087,8.738,0.561,55.004,8.622,0.198,0.198
2925,0.020,255,255,255,56.888,8.870,0.420,56.788,8.821,0.198,0.099
2926,0.020,255,255,255,62.239,8.870,0.420,62.140,8.821,0.198,0.099
2927,0.010,255,255,255,22.943,10.357,0.280,22.894,10.307,0.099,0.099
2928,0.029,255,255,255,21.655,11.348,0.841,21.506,11.199,0.297,0.297
2929,0.010,255,255,255,21.358,11.546,0.280,21.308,11.496,0.099,0.099
2930,0.088,255,255,255,20.664,12.163,1.600,20.317,11.893,0.595,0.496
2931,0.373,255,255,255,19.391,13.280,5.162,18.434,12.488,1.784,1.784
2932,0.039,255,255,255,18.236,14.371,0.561,18.137,14.271,0.198,0.198
2933,3.173,255,255,255,92.971,20.778,38.720,87.908,14.965,8.424,10.109
2934,0.010,255,255,255,17.393,15.213,0.280,17.344,15.163,0.099,0.099
2935,3.870,255,255,255,16.945,23.072,27.671,13.578,17.542,7.730,10.604
2936,0.020,255,255,255,44.152,17.839,0.479,44.103,17.740,0.099,0.198
2937,0.020,255,255,255,14.172,18.236,0.561,14.073,18.137,0.198,0.198
2938,0.020,255,255,255,90.782,18.335,0.561,90.683,18.236,0.198,0.198
2939,0.039,255,255,255,13.974,18.533,0.561,13.875,18.434,0.198,0.198
2940,0.147,255,255,255,13.455,19.118,2.020,13.082,18.731,0.694,0.694
2941,0.020,255,255,255,13.974,19.029,0.561,13.875,18.929,0.198,0.198
2942,0.010,255,255,255,90.733,18.979,0.280,90.683,18.929,0.099,0.099
2943,0.059,255,255,255,5.666,19.260,1.039,5.550,19.029,0.297,0.396
2944,0.029,255,255,255,13.693,19.342,0.561,13.578,19.227,0.198,0.198
2945,0.010,255,255,255,91.625,19.276,0.280,91.575,19.227,0.099,0.099
2946,0.069,255,255,255,12.948,19.729,1.039,12.785,19.524,0.297,0.396
2947,0.010,255,255,255,21.258,19.772,0.280,21.209,19.722,0.099,0.099
2948,0.059,255,255,255,13.016,20.185,1.121,12.785,20.020,0.396,0.396
2949,0.020,255,255,255,21.011,20.069,0.420,20.912,20.020,0.198,0.099
2950,0.118,255,255,255,20.631,20.350,1.518,20.317,20.119,0.595,0.396
2951,0.010,255,255,255,12.438,20.367,0.280,12.388,20.317,0.099,0.099
2952,0.010,255,255,255,12.438,20.862,0.280,12.388,20.813,0.099,0.099
2953,0.029,255,255,255,62.223,21.589,0.561,62.140,21.506,0.198,0.198
2954,0.020,255,255,255,11.397,21.655,0.420,11.298,21.605,0.198,0.099
2955,0.432,255,255,255,15.981,22.614,5.090,15.263,21.804,1.288,1.982
2956,0.029,255,255,255,96.712,23.075,0.561,96.629,22.993,0.198,0.198
2957,0.010,255,255,255,10.258,23.934,0.280,10.208,23.885,0.099,0.099
2958,0.020,255,255,255,15.015,24.083,0.479,14.965,23.984,0.099,0.198
2959,0.010,255,255,255,9.564,24.232,0.280,9.514,24.182,0.099,0.099
2960,1.768,255,255,255,96.816,26.777,10.658,95.440,24.479,2.577,4.262
2961,0.010,255,255,255,15.015,24.727,0.280,14.965,24.678,0.099,0.099
2962,0.020,255,255,255,14.420,25.074,0.479,14.371,24.975,0.099,0.198
2963,0.118,255,255,255,14.404,25.446,2.557,14.073,24.975,0.694,0.793
2964,0.020,255,255,255,8.920,25.223,0.420,8.821,25.173,0.198,0.099
2965,0.020,255,255,255,9.316,25.272,0.561,9.217,25.173,0.198,0.198
2966,0.039,255,255,255,96.530,25.322,0.759,96.431,25.173,0.198,0.297
2967,0.020,255,255,255,8.721,25.570,0.561,8.622,25.471,0.198,0.198
